1610,1360.5419

1611,1360.5717

1612,1360.9994

1613,1361.2231

1614,1361.2047

1615,1361.108

1616,1360.4423

1617,1360.3496

1618,1360.3231

1619,1360.418

1620,1360.4252

1621,1360.4017

1622,1360.363

1623,1360.2952

1624,1360.2594

1625,1360.477

1626,1360.414

1627,1360.3074

1628,1360.3702

1629,1360.3412

1630,1360.2385

1631,1360.2568

1632,1360.24

1633,1360.4021

1634,1360.2932

1635,1360.2943

1636,1360.3698

1637,1360.6088

1638,1360.7561

1639,1360.8905

1640,1360.4725

1641,1360.8011

1642,1360.7706

1643,1360.3834

1644,1360.3317

1645,1360.2252

1646,1360.2091

1647,1360.1864

1648,1360.1577

1649,1360.1473

1650,1360.0994

1651,1360.0922

1652,1360.1414

1653,1360.0925

1654,1360.0914

1655,1360.09

1656,1360.0902

1657,1360.0858

1658,1360.087

1659,1360.0858

1660,1360.1016

1661,1360.0912

1662,1360.0847

1663,1360.0848

1664,1360.0847

1665,1360.0846

1666,1360.0846

1667,1360.0846

1668,1360.0857

1669,1360.0852

1670,1360.0851

1671,1360.092

1672,1360.0883

1673,1360.0853

1674,1360.0867

1675,1360.0853

1676,1360.0974

1677,1360.0912

1678,1360.088

1679,1360.086

1680,1360.0919

1681,1360.0862

1682,1360.0858

1683,1360.0858

1684,1360.097

1685,1360.0853

1686,1360.0891

1687,1360.0851

1688,1360.0886

1689,1360.0858

1690,1360.0842

1691,1360.0842

1692,1360.0844

1693,1360.0846

1694,1360.0847

1695,1360.0856

1696,1360.0854

1697,1360.0886

1698,1360.0895

1699,1360.0914

1700,1360.0944

1701,1360.0985

1702,1360.096

1703,1360.114

1704,1360.1279

1705,1360.1366

1706,1360.1146

1707,1360.1381

1708,1360.1239

1709,1360.1127

1710,1360.11

1711,1360.1082

1712,1360.1259

1713,1360.1348

1714,1360.1412

1715,1360.1621

1716,1360.2113

1717,1360.2692

1718,1360.228

1719,1360.4264

1720,1360.3821

1721,1360.3746

1722,1360.3002

1723,1360.2645

1724,1360.3359

1725,1360.3151

1726,1360.4756

1727,1360.5321

1728,1360.7258

1729,1360.4393

1730,1360.6776

1731,1360.2533

1732,1360.2614

1733,1360.2765

1734,1360.286

1735,1360.3799

1736,1360.6122

1737,1360.4204

1738,1360.3557

1739,1360.6271

1740,1360.2877

1741,1360.6833

1742,1360.3754

1743,1360.3246

1744,1360.2668

1745,1360.259

1746,1360.3044

1747,1360.4984

1748,1360.6725

1749,1360.7166

1750,1360.7239

1751,1360.5137

1752,1360.4939

1753,1360.4862

1754,1360.3579

1755,1360.3414

1756,1360.3624

1757,1360.4756

1758,1360.5555

1759,1360.7091

1760,1360.6243

1761,1360.8689

1762,1360.6671

1763,1360.6215

1764,1360.6226

1765,1360.4882

1766,1360.4001

1767,1360.6049

1768,1360.9039

1769,1361.1351

1770,1361.1234

1771,1360.9757

1772,1360.924

1773,1360.6704

1774,1360.6189

1775,1360.4469

1776,1360.4888

1777,1360.6517

1778,1360.9329

1779,1360.9678

1780,1360.824

1781,1360.9098

1782,1360.6724

1783,1360.5435

1784,1360.4014

1785,1360.5333

1786,1360.8508

1787,1361.0201

1788,1361.059

1789,1360.9314

1790,1360.8169

1791,1360.6428

1792,1360.6453

1793,1360.6978

1794,1360.5433

1795,1360.4679

1796,1360.3967

1797,1360.3129

1798,1360.2878

1799,1360.2699

1800,1360.2748

1801,1360.5865

1802,1360.4719

1803,1360.3296

1804,1360.3408

1805,1360.3503

1806,1360.2855

1807,1360.2048

1808,1360.1971

1809,1360.1947

1810,1360.1711

1811,1360.1674

1812,1360.1854

1813,1360.2262

1814,1360.2308

1815,1360.2776

1816,1360.3828

1817,1360.3694

1818,1360.3256

1819,1360.3273

1820,1360.283

1821,1360.2533

1822,1360.2533

1823,1360.2421

1824,1360.293

1825,1360.3391

1826,1360.4336

1827,1360.5977

1828,1360.7128

1829,1360.7607

1830,1360.8263

1831,1360.6907

1832,1360.544

1833,1360.4337

1834,1360.4384

1835,1360.706

1836,1361.1044

1837,1361.233

1838,1360.9988

1839,1360.8583

1840,1360.7417

1841,1360.5966

1842,1360.5472

1843,1360.4785

1844,1360.5028

1845,1360.6136

1846,1360.7006

1847,1360.7709

1848,1360.9705

1849,1360.9908

1850,1360.7638

1851,1360.7661

1852,1360.7635

1853,1360.6677

1854,1360.5201

1855,1360.4224

1856,1360.3945

1857,1360.4717

1858,1360.6649

1859,1360.8915

1860,1360.9705

1861,1360.8665

1862,1360.7474

1863,1360.6658

1864,1360.6586

1865,1360.5726

1866,1360.513

1867,1360.4227

1868,1360.5715

1869,1360.8141

1870,1361.0688

1871,1361.0037

1872,1360.9293

1873,1360.7247

1874,1360.5881

1875,1360.4443

1876,1360.4117

1877,1360.4122

1878,1360.3529

1879,1360.3329

1880,1360.4572

1881,1360.5952

1882,1360.5134

1883,1360.4916

1884,1360.6516

1885,1360.5322

1886,1360.3662

1887,1360.3097

1888,1360.2631

1889,1360.2515

1890,1360.2816

1891,1360.5386

1892,1360.6478

1893,1360.8162

1894,1360.9304

1895,1360.7867

1896,1360.5797

1897,1360.4427

1898,1360.414

1899,1360.3433

1900,1360.3202

1901,1360.2567

1902,1360.2842

1903,1360.4728

1904,1360.7462

1905,1360.5734

1906,1360.7678

1907,1360.6509

1908,1360.7117

1909,1360.5845

1910,1360.4545

1911,1360.3549

1912,1360.3066

1913,1360.3071

1914,1360.4119

1915,1360.7261

1916,1360.959

1917,1361.1509

1918,1361.1011

1919,1360.839

1920,1360.6461

1921,1360.5411

1922,1360.4413

1923,1360.4375

1924,1360.5037

1925,1360.7192

1926,1360.8359

1927,1361.0249

1928,1360.8993

1929,1360.8456

1930,1360.8109

1931,1360.6818

1932,1360.5667

1933,1360.4906

1934,1360.5598

1935,1360.7996

1936,1361.2286

1937,1361.205

1938,1361.1284

1939,1361.0916

1940,1360.9985

1941,1360.9114

1942,1360.791

1943,1360.6261

1944,1360.673

1945,1360.9412

1946,1361.0884

1947,1361.3927

1948,1361.5063

1949,1361.4088

1950,1361.1179

1951,1360.8497

1952,1360.8224

1953,1360.6938

1954,1360.7009

1955,1360.8811

1956,1361.4214

1957,1361.9398

1958,1361.861

1959,1361.5613

1960,1361.4275

1961,1360.9957

1962,1360.7981

1963,1360.7325

1964,1360.7277

1965,1360.774

1966,1361.0021

1967,1361.223

1968,1361.3037

1969,1361.3771

1970,1361.3759

1971,1361.04

1972,1361.1002

1973,1360.8647

1974,1360.771

1975,1360.7155

1976,1360.6946

1977,1360.8905

1978,1361.2162

1979,1361.6016

1980,1361.6398

1981,1361.6833

1982,1361.2311

1983,1361.2137

1984,1360.7904

1985,1360.633

1986,1360.6417

1987,1360.7828

1988,1361.1195

1989,1361.6433

1990,1361.5521

1991,1361.5178

1992,1361.3082

1993,1360.9427

1994,1360.742

1995,1360.7317

1996,1360.6763

1997,1360.8073

1998,1361.1759

1999,1361.48

2000,1361.6603

2001,1361.5686

2002,1361.6332

2003,1361.1283

2004,1360.918

2005,1360.7004

2006,1360.6796

2007,1360.6039

2008,1360.6097

2009,1360.6066

2010,1360.7854

2011,1361.069

2012,1361.1926

2013,1361.2631

2014,1361.3862

2015,1361.4098

2016,1360.9519

2017,1360.6597

2018,1360.6387

